T_tomo_K,Omega_q_over_2pi_Hz,curve,point_index,param_angle_rad,X_q,P_q
0.0001,0.05,qg_init,22,0.19198621771937624,-0.24635915569868666,0.6343979842455151
0.0001,0.05,qg_init,23,0.2007128639793479,-0.24309269387344723,0.6614085440193348
0.0001,0.05,qg_init,24,0.20943951023931956,-0.23980771959839772,0.68836873497178
0.0001,0.05,qg_init,25,0.2181661564992912,-0.2365044830370474,0.7152765039799291
0.0001,0.05,qg_init,26,0.22689280275926285,-0.23318323574364946,0.7421298019129948
0.0001,0.05,qg_init,27,0.23561944901923448,-0.22984423064404408,0.7689265837883722
0.0001,0.05,qg_init,28,0.24434609527920614,-0.22648772201639703,0.7956648089273739
0.0001,0.05,qg_init,29,0.2530727415391778,-0.22311396547183554,0.8223424411106344
0.0001,0.05,qg_init,30,0.2617993877991494,-0.2197232179349826,0.8489574487331756
0.0001,0.05,qg_init,31,0.27052603405912107,-0.2163157376243908,0.8755078049591237
0.0001,0.05,qg_init,32,0.2792526803190927,-0.2128917840328785,0.901991487876058
0.0001,0.05,qg_init,33,0.2879793265790644,-0.20945161790776806,0.9284064806489886
0.0001,0.05,qg_init,34,0.29670597283903605,-0.205995501231029,0.9547507716739456
0.0001,0.05,qg_init,35,0.30543261909900765,-0.20252369719932722,0.9810223547311716
0.0001,0.05,qg_init,36,0.3141592653589793,-0.1990364702039813,1.0072192291379027
0.0001,0.05,qg_init,37,0.32288591161895097,-0.19553408581082832,1.033339399900727
0.0001,0.05,qg_init,38,0.33161255787892263,-0.19201681073999988,1.059380877867513
