Omega_q_over_2pi_Hz,qg_qm_total_delta_h1,qg_qm_total_delta_h2,qg_qm_total_delta_h3,qg_total_delta_h1,qg_total_delta_h2,qg_total_delta_h3,sn_qm_total_delta_h1,sn_qm_total_delta_h2,sn_qm_total_delta_h3,sn_total_delta_h1,sn_total_delta_h2,sn_total_delta_h3,sn_term_SN_delta_h1,sn_term_SN_delta_h2,sn_term_SN_delta_h3,sn_minus_qg_total_delta_h1,sn_minus_qg_total_delta_h2,sn_minus_qg_total_delta_h3
0.02075035066306825,15.762057448892566,-8.7614106327883121,9.7868733767048468,15.762057448892566,-8.7614106327883121,9.7868733767048468,15.762057448892566,-8.7614106327883121,9.7868733767048468,15.679206089211773,-6.4608878572663366,-1.0793916083491788,-0.082851359680792117,2.3005227755219764,-10.866264985054025,-0.082851359680793379,2.3005227755219755,-10.866264985054025
0.021032760754306615,15.446104033859951,-8.6442596382347805,9.7212197287976849,15.446104033859951,-8.6442596382347805,9.7212197287976849,15.446104033859951,-8.6442596382347805,9.7212197287976849,15.33166107323661,-6.332901313918998,-1.1244168207765346,-0.11444296062334128,2.3113583243157834,-10.84563654957422,-0.11444296062334125,2.3113583243157825,-10.84563654957422
0.021319014417199661,15.136478204213228,-8.5286686109569629,9.6560028934908502,15.136478204213228,-8.5286686109569629,9.6560028934908502,15.136478204213228,-8.5286686109569629,9.6560028934908502,14.991346110940571,-6.2066878944342134,-1.1681900013098279,-0.14513209327265808,2.3219807165227522,-10.824192894800678,-0.14513209327265741,2.3219807165227495,-10.824192894800678
0.021609163962353569,14.833053428108109,-8.4146169506395836,9.5912200357802977,14.833053428108109,-8.4146169506395836,9.5912200357802977,14.833053428108109,-8.4146169506395836,9.5912200357802977,14.658150192666357,-6.0822240254588982,-1.2107136331622816,-0.17490323544175279,2.3323929251806845,-10.80193366894258,-0.1749032354417519,2.3323929251806854,-10.80193366894258
0.021903262412316372,14.535705698540003,-8.302084325464044,9.5268683382463095,14.535705698540003,-8.302084325464044,9.5268683382463095,14.535705698540003,-8.302084325464044,9.5268683382463095,14.331961396009023,-5.9595247162436529,-1.2519807059511414,-0.20374430253098075,2.3425596092203911,-10.77884904419745,-0.20374430253098019,2.3425596092203911,-10.77884904419745
0.022201363511267402,14.24431348222719,-8.1910506676631787,9.462945000376596,14.24431348222719,-8.1910506676631787,9.462945000376596,14.24431348222719,-8.1910506676631787,9.462945000376596,14.012660103282892,-5.8386030677497205,-1.2919907885218576,-0.23165337894429683,2.3524475999134609,-10.754935788898454,-0.23165337894429783,2.3524475999134582,-10.754935788898454
0.022503521734838647,13.958757670443804,-8.0814961701852415,9.3994472384636154,13.958757670443804,-8.0814961701852415,9.3994472384636154,13.958757670443804,-8.0814961701852415,9.3994472384636154,13.700133510624831,-5.7194256362153224,-1.3307406351807987,-0.2586241598189718,2.3620705339699199,-10.730187873644415,-0.25862415981897335,2.3620705339699191,-10.730187873644415
0.02280979230006969,13.678921530861826,-7.9734012834395358,9.3363722855470588,13.678921530861826,-7.9734012834395358,9.3363722855470588,13.678921530861826,-7.9734012834395358,9.3363722855470588,13.39427501325908,-5.60202221705004,-1.3682289492956607,-0.28464651760274506,2.3713790663894994,-10.70460123484272,-0.28464651760274684,2.3713790663894958,-10.70460123484272
0.023120231175498222,13.404690660335882,-7.8667467120715369,9.2737173913478017,13.404690660335882,-7.8667467120715369,9.2737173913478017,13.404690660335882,-7.8667467120715369,9.2737173913478017,13.094963484394446,-5.4863756814014923,-1.4044563497007798,-0.30972717594143695,2.3803710306700463,-10.678173741048582,-0.30972717594143617,2.3803710306700445,-10.678173741048582
0.023434895091387874,13.135952938593961,-7.7615134117466127,9.2114798221704159,13.135952938593961,-7.7615134117466127,9.2114798221704159,13.135952938593961,-7.7615134117466127,9.2114798221704159,12.802104280219408,-5.3724793949427303,-1.4394217612314522,-0.33384865837455169,2.3890340168038833,-10.650901583401868,-0.3338486583745528,2.3890340168038824,-10.650901583401868
0.023753841550095176,12.872598483705351,-7.6576825869966267,9.1496568614405422,12.872598483705351,-7.6576825869966267,9.1496568614405422,12.872598483705351,-7.6576825869966267,9.1496568614405422,12.515577135015473,-5.2603659325154082,-1.4731280869331098,-0.35702134868987734,2.3973166544812194,-10.622784948373653,-0.35702134868987834,2.3973166544812186,-10.622784948373653
